48842,14,,,,,,,,,,,,,
age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,incomes
57,1,24127,10,13,3,1,1,5,2,0,0,8,40,1
47,5,254367,16,10,3,5,1,5,2,0,0,50,40,2
77,1,185426,12,9,3,1,1,5,2,0,0,15,40,1
43,5,152629,12,9,3,4,1,5,2,0,0,40,40,2
46,3,141058,12,9,3,5,1,5,2,0,0,65,40,1
41,5,233130,16,10,3,4,1,5,2,0,0,40,40,2
20,5,406641,12,9,5,2,2,5,1,0,0,30,40,1
30,8,119422,1,6,3,2,1,5,2,0,0,40,40,1
30,5,255486,12,9,3,9,1,3,2,0,0,25,40,1
22,5,161532,16,10,5,7,4,5,2,0,0,35,40,1
25,5,75759,12,9,3,15,1,5,2,0,0,44,40,2
18,5,163332,12,9,5,13,4,5,1,0,0,22,40,1
28,5,103802,10,13,5,5,4,5,1,0,1408,40,1,1
50,5,34832,10,13,3,14,1,5,2,15024,0,40,40,2
28,5,37933,12,9,5,9,2,3,1,0,0,48,40,1
21,5,165107,16,10,5,10,4,5,1,0,0,40,40,1
37,5,126011,9,11,1,14,4,5,2,0,0,40,40,1
28,2,56651,10,13,5,11,4,3,1,0,0,40,40,1
23,5,522881,5,3,3,9,1,5,2,0,0,35,27,1
32,5,191777,9,11,5,5,2,3,1,0,0,35,10,1
27,5,132686,3,8,5,8,4,5,2,0,0,50,40,1
55,5,201112,12,9,1,11,5,3,1,0,0,40,40,1
44,5,174283,12,9,3,4,1,5,2,0,0,40,40,2
25,5,208591,10,13,5,11,4,5,2,0,0,40,40,1
29,5,126399,12,9,1,13,5,5,1,0,0,32,40,1
50,5,142073,12,9,4,5,2,5,1,0,0,55,40,1
18,5,395567,12,9,5,7,4,5,2,0,0,40,40,1
74,5,180455,10,13,7,9,2,5,1,0,0,8,40,1
22,5,235853,7,5,5,13,2,5,2,0,0,40,40,1
27,5,160731,10,13,3,11,1,5,2,0,0,40,40,1
27,8,31935,16,10,5,14,4,5,1,0,0,80,40,1
41,5,35166,15,15,3,11,1,5,2,15024,0,50,40,2
24,5,161092,16,10,3,2,1,5,2,7298,0,40,40,2
23,5,223019,12,9,5,2,4,5,1,0,0,40,40,1
34,7,179673,15,15,3,11,1,5,2,7688,0,60,40,2
46,8,248895,10,13,3,5,1,5,2,0,0,40,40,2
32,5,200323,15,15,5,11,2,5,2,0,0,60,40,1
41,5,230020,12,9,3,4,1,4,2,0,0,40,40,1
29,5,134890,9,11,3,6,1,5,2,0,0,40,40,2
48,5,162096,7,5,3,8,3,2,1,0,0,45,4,1
51,5,103824,12,9,5,9,2,3,2,0,0,40,15,1
34,8,61431,3,8,5,2,2,3,1,0,0,40,40,1
58,5,197319,10,13,3,5,1,5,2,0,0,45,40,2
52,5,183618,12,9,3,7,1,5,2,0,0,40,40,1
37,7,268598,10,13,3,5,1,4,2,7298,0,50,34,2
53,5,263729,16,10,6,2,2,5,1,0,0,40,40,1
54,5,39493,9,11,3,15,1,5,2,0,0,20,40,1
36,5,185360,12,9,3,13,1,5,2,0,0,60,40,1
25,5,132661,9,11,5,2,4,5,1,0,0,60,40,1
20,5,266400,16,10,5,11,4,5,1,0,0,48,40,1
23,5,433669,8,12,5,2,2,5,2,0,0,40,40,1
39,6,216473,10,13,3,5,1,5,2,0,0,60,40,2
20,7,217404,1,6,5,8,4,5,2,0,0,40,40,1
28,5,227778,9,11,5,9,3,3,2,0,0,40,40,1
73,8,96262,12,9,7,2,2,5,1,0,0,40,40,1
67,5,247566,12,9,3,12,1,5,2,0,0,24,40,1
56,5,139616,10,13,1,5,2,5,2,0,0,45,40,2
32,5,73585,9,11,3,4,1,5,2,0,0,40,40,1
42,5,37869,16,10,1,8,2,5,2,0,1590,40,40,1
33,5,165814,12,9,3,9,1,3,2,0,0,40,40,1
37,5,108913,12,9,5,9,2,5,2,0,0,40,40,1
33,5,34975,16,10,3,5,1,5,2,0,0,45,40,1
31,5,157078,1,6,5,2,5,5,1,0,0,40,40,1
59,5,232672,13,14,3,5,1,5,2,0,0,40,40,2
21,5,294295,12,9,5,2,5,5,2,0,0,40,40,1
58,6,130454,16,10,3,5,1,5,2,0,0,50,40,2
24,3,461678,1,6,5,9,2,5,2,0,0,40,40,1
26,8,252284,16,10,3,12,1,5,2,0,0,40,40,1
26,5,256737,2,7,3,15,1,5,2,0,0,40,40,1
33,3,96480,13,14,5,11,2,5,1,0,0,40,12,1
25,5,234263,10,13,5,13,2,5,2,0,0,40,40,1
21,5,109952,1,6,3,8,1,5,2,0,0,50,40,1
24,5,262570,12,9,5,8,2,5,2,0,0,40,40,1
39,7,65716,8,12,3,2,6,5,1,0,0,40,40,2
68,5,201732,16,10,1,2,5,5,1,0,0,40,40,1
66,7,174788,16,10,5,13,2,5,1,0,0,20,40,1
38,5,278924,10,13,5,6,2,5,2,0,0,40,40,1
41,5,101593,13,14,3,5,1,5,2,0,0,50,40,2
71,1,193863,6,4,7,1,3,5,1,0,0,16,32,1
37,5,342768,12,9,3,4,1,5,2,0,0,40,40,1
54,7,242606,13,14,3,13,1,5,2,4386,0,45,40,2
27,8,176727,10,13,5,11,2,5,2,0,0,40,40,1
49,5,99179,10,13,5,11,2,5,1,0,0,40,40,1
19,8,354104,16,10,5,11,4,5,2,0,0,10,40,1
25,5,61956,16,10,5,15,2,5,2,0,0,50,40,1
47,2,137917,16,10,3,2,1,3,2,0,0,40,40,2
40,5,224658,16,10,3,13,3,5,2,0,0,40,40,1
38,5,51100,10,13,1,5,2,5,2,3325,0,40,40,1
25,5,224361,12,9,5,9,2,5,2,0,0,40,40,1
25,5,362912,16,10,5,4,4,5,1,0,0,50,40,1
23,5,218782,1,6,5,7,3,4,2,0,0,40,40,1
28,5,103389,13,14,1,13,4,5,1,0,0,40,40,1
29,5,308944,12,9,4,4,2,5,2,0,0,40,40,1
32,5,140092,2,7,3,4,1,5,2,0,0,40,40,1
34,5,202210,12,9,5,9,5,3,1,0,0,40,40,1
52,5,416059,10,13,3,11,1,3,2,0,0,40,40,2
33,7,281030,12,9,3,6,1,5,2,0,0,94,40,1
19,5,169758,16,10,5,13,4,5,2,0,0,35,40,1
68,5,193666,11,16,3,11,1,5,2,20051,0,55,40,2
41,5,139907,1,6,5,7,5,5,2,0,0,50,40,1
18,6,119422,12,9,5,9,5,2,1,0,0,30,20,1
29,5,149324,16,10,3,4,1,5,2,0,1485,40,40,2
40,5,259307,13,14,3,5,1,5,2,0,0,50,40,2
51,7,74160,13,14,1,11,5,5,2,0,0,60,40,2
49,5,134797,16,10,1,2,2,5,2,0,0,40,40,1
20,8,41103,16,10,5,9,4,5,1,0,0,20,40,1
38,3,193026,12,9,3,4,1,5,2,0,0,50,40,2
57,5,303986,5,3,5,9,2,5,2,0,0,40,6,1
35,5,126569,16,10,3,13,1,5,2,4064,0,40,40,1
66,5,166461,2,7,3,13,1,5,2,0,0,26,40,1
27,1,61387,10,13,3,1,1,5,2,0,0,15,40,1
25,5,254746,9,11,5,2,2,5,1,0,0,40,40,1
77,1,28678,13,14,3,1,1,5,2,9386,0,6,40,2
19,1,180976,1,6,5,1,5,5,1,0,0,35,40,1
70,5,282642,12,9,3,7,1,5,2,0,2174,40,40,2
59,7,136413,6,4,3,6,1,5,2,0,0,48,40,1
25,5,131463,10,13,3,11,1,5,2,0,0,40,40,1
44,3,177240,15,15,5,11,2,5,2,10520,0,40,40,2
37,5,218490,13,14,3,5,1,5,2,0,0,55,9,2
75,1,260543,1,6,7,1,3,2,1,0,0,1,4,1
21,1,80680,12,9,5,1,2,5,1,0,0,40,40,1
21,5,20728,12,9,5,13,4,5,1,4101,0,40,40,1
47,2,117628,12,9,3,4,1,5,2,0,0,40,40,2
20,5,91939,12,9,5,2,2,3,1,0,1721,30,40,1
32,8,175931,12,9,3,12,1,5,2,0,0,40,40,1
28,5,309566,12,9,5,2,5,5,1,0,0,20,40,1
53,5,123703,12,9,1,15,2,5,2,0,0,40,40,1
19,1,369678,12,9,5,1,2,4,2,0,0,30,40,1
58,5,29928,16,10,3,13,6,5,1,0,0,36,40,1
22,5,167868,12,9,5,13,2,5,1,0,0,30,40,1
23,5,235894,2,7,3,5,1,5,2,0,0,55,40,1
21,5,189888,12,9,5,7,2,5,2,3325,0,60,40,1
36,5,111545,12,9,3,4,1,5,2,0,0,70,40,1
39,5,175972,16,10,3,9,6,5,1,0,0,15,40,1
34,3,254270,10,13,5,11,2,5,1,0,0,40,40,1
41,3,185057,13,14,5,11,2,5,1,0,0,40,40,1
72,5,157593,10,13,3,13,1,5,2,1455,0,6,40,1
34,5,101345,12,9,3,9,6,5,1,0,0,40,40,2
51,3,176751,10,13,3,11,1,5,2,0,1902,40,40,2
32,7,97723,9,11,5,4,2,5,2,0,0,40,40,1
38,5,127601,16,10,7,5,2,5,1,0,0,40,40,2
37,5,227597,16,10,3,4,1,5,2,0,0,40,40,1
21,1,143995,16,10,5,1,4,3,2,0,0,20,40,1
21,5,250051,16,10,5,11,4,5,1,0,0,10,40,1
26,5,284078,16,10,5,2,2,5,2,0,0,40,40,1
34,5,207668,16,10,3,7,1,5,2,0,1887,40,40,2
18,5,163787,16,10,5,13,4,5,1,0,0,15,40,1
27,5,119170,2,7,5,5,5,5,1,0,0,45,40,1
20,5,188612,16,10,5,2,4,5,1,0,0,38,28,1
36,5,114605,9,11,3,2,1,5,2,0,0,40,40,2
31,1,317761,10,13,5,1,2,5,2,0,0,40,40,1
32,5,164197,10,13,3,5,1,5,2,0,0,60,40,2
54,5,329266,12,9,3,4,1,5,2,0,0,44,40,2
34,3,207383,13,14,7,11,2,5,1,0,0,40,40,1
46,5,123598,16,10,3,13,1,5,2,0,0,48,40,2
33,5,259931,2,7,6,8,3,5,2,0,0,30,40,1
32,5,134737,10,13,3,11,1,5,2,99999,0,50,40,2
42,5,106900,9,11,5,14,2,5,2,0,0,40,40,1
30,5,87054,12,9,3,4,1,5,2,0,0,50,40,1
37,5,82622,16,10,3,9,1,5,2,0,0,40,40,2
28,5,181659,12,9,3,8,1,5,2,0,0,40,40,1
25,5,321205,10,13,5,5,2,5,2,4101,0,35,40,1
44,7,231348,16,10,3,9,1,5,2,0,0,40,40,2
40,5,276096,12,9,3,8,1,5,2,0,0,40,40,1
36,5,290560,16,10,3,5,1,5,2,0,0,45,40,1
21,5,307315,16,10,5,2,5,5,2,0,0,40,40,1
39,8,99156,11,16,3,11,1,5,2,0,0,50,40,2
24,5,237928,10,13,5,11,2,5,2,0,0,39,40,1
46,5,153501,12,9,5,15,2,1,2,0,0,40,40,1
47,1,149700,10,13,3,1,1,5,2,0,0,36,40,2
47,5,189680,10,13,3,13,1,5,2,0,1977,40,40,2
35,5,374524,15,15,3,11,1,5,2,0,0,75,40,2
60,7,127805,6,4,3,15,1,5,2,0,0,40,40,2
35,5,150217,10,13,3,9,6,5,1,0,0,24,32,1
33,5,295649,12,9,6,9,5,5,1,0,0,40,4,1
21,5,197182,8,12,5,11,2,5,1,0,0,40,40,1
37,5,241998,10,13,3,14,1,5,2,0,0,50,40,2
48,2,156410,12,9,3,2,1,3,2,0,0,50,40,2
58,5,473836,6,4,7,6,3,5,1,0,0,45,14,1
21,5,198431,12,9,5,7,2,5,1,0,0,40,40,1
22,5,113936,12,9,5,7,4,5,2,0,0,40,40,1
22,5,318915,12,9,5,9,5,5,1,0,0,40,40,1
28,7,175406,13,14,3,5,6,5,1,0,0,30,40,2
33,1,193172,9,11,3,1,4,5,1,7688,0,50,40,2
23,2,320294,12,9,5,11,2,5,2,0,0,40,40,1
58,8,400285,12,9,3,2,1,3,2,0,0,40,40,2
24,1,283731,10,13,5,1,4,5,2,0,0,40,40,1
38,3,227154,10,13,3,4,1,2,2,0,0,40,31,1
49,5,298659,12,9,3,13,1,5,2,0,0,15,27,1
47,5,212120,10,13,3,5,1,5,2,0,0,45,40,2
50,5,320510,10,13,3,5,1,5,2,0,1902,40,40,2
21,5,175800,12,9,5,11,5,5,1,0,0,55,40,1
55,5,170169,12,9,6,2,2,5,1,0,0,40,40,1
47,5,344157,2,7,1,7,2,5,2,0,0,40,40,1
19,5,199441,12,9,5,11,2,5,1,0,0,40,40,1
47,5,225456,12,9,5,14,3,5,2,0,0,50,40,1
36,5,61178,2,7,3,4,1,5,2,0,0,40,40,1
28,3,175262,8,12,3,12,1,5,2,0,2002,40,10,1
42,5,152568,12,9,7,13,5,1,1,0,0,40,40,1
41,5,182108,13,14,5,11,2,5,1,27828,0,35,40,2
46,5,273771,10,13,3,13,1,5,2,99999,0,40,40,2
32,5,208291,12,9,3,13,1,5,2,0,0,50,40,1
34,5,224358,1,6,5,9,5,3,1,0,0,40,40,1
33,5,55176,6,4,3,4,1,5,2,0,0,40,40,1
60,8,152711,10,13,3,5,1,5,2,0,0,40,40,2
53,5,68684,12,9,3,15,1,5,2,0,0,40,40,1
24,5,185452,10,13,5,14,2,5,1,0,0,50,40,1
39,2,175232,16,10,3,7,1,5,2,0,1977,60,40,2
23,5,173851,16,10,5,4,2,5,2,0,0,40,40,1
50,5,162327,10,13,3,2,1,5,2,0,1902,50,1,2
36,3,51424,12,9,1,2,5,5,1,0,0,40,40,1
19,5,123416,3,8,6,11,4,5,1,1055,0,40,40,1
26,5,262656,12,9,5,2,4,5,1,0,0,40,40,1
38,5,233194,12,9,3,13,1,3,2,0,0,40,40,2
41,5,290660,10,13,3,4,1,5,2,7688,0,55,40,2
22,5,151105,16,10,5,13,3,5,1,0,0,18,40,1
38,5,179117,8,12,5,8,2,3,1,10520,0,50,40,2
72,1,33608,16,10,3,1,1,5,2,9386,0,30,40,2
39,5,317434,12,9,3,4,1,5,2,0,0,40,40,1
35,8,126569,12,9,3,4,1,5,2,7298,0,40,40,2
38,3,745768,16,10,1,5,5,3,1,0,0,45,40,1
19,5,69927,12,9,3,9,6,3,1,0,0,16,40,1
26,5,302603,12,9,5,15,4,5,2,0,0,45,40,1
52,5,46788,10,13,1,4,5,5,2,0,0,25,40,1
41,5,289886,5,3,3,9,1,4,2,0,1579,40,28,1
45,5,179135,12,9,1,2,2,5,1,0,0,40,40,1
58,2,175873,16,10,3,2,1,5,2,0,0,40,40,2
34,5,57426,10,13,5,13,2,5,2,0,0,45,40,1
36,5,312206,12,9,3,8,1,5,2,0,0,40,40,1
19,9,344858,12,9,5,6,4,5,2,0,0,20,40,1
26,8,177035,2,7,1,9,5,5,1,0,0,40,40,1
60,5,88055,1,6,3,15,1,5,2,0,0,40,40,1
35,7,111095,12,9,3,5,1,5,2,0,0,50,40,1
39,5,192251,1,6,1,9,2,5,1,0,0,60,40,1
27,5,29807,12,9,6,7,5,5,1,0,0,40,25,1
26,2,211596,13,14,5,11,2,5,2,0,0,40,40,1
17,5,268276,3,8,5,9,4,5,2,0,0,12,40,1
59,7,181070,12,9,3,13,1,5,2,0,0,40,10,2
53,3,20676,12,9,3,5,1,1,2,0,0,48,40,1
35,5,115803,2,7,1,15,2,5,2,0,0,40,40,1
34,3,124827,16,10,3,5,1,5,2,0,0,40,40,2
36,5,95336,12,9,3,14,1,5,2,0,0,45,40,2
36,5,257942,12,9,3,13,1,5,2,0,0,40,40,1
21,5,72593,12,9,5,9,4,5,2,0,0,40,40,1
29,5,147340,16,10,5,13,4,5,1,0,0,40,40,1
35,5,185325,10,13,3,11,1,5,2,0,0,50,40,2
59,7,357943,10,13,3,5,1,5,2,0,0,40,40,2
22,5,215395,16,10,5,9,2,5,2,0,1602,10,40,1
50,3,30682,13,14,3,11,1,5,2,0,0,50,40,1
24,2,29591,10,13,5,11,2,4,1,0,0,40,40,1
36,5,215392,10,13,1,14,2,5,1,0,0,40,40,1
31,5,110554,12,9,3,8,6,5,1,4386,0,40,40,2
42,7,133584,16,10,3,4,1,5,2,0,0,40,9,1
38,5,210438,6,4,1,13,5,5,1,0,0,40,40,1
52,5,256916,12,9,3,5,1,5,2,0,0,40,40,1
46,5,73541,1,6,1,4,2,5,2,0,0,40,40,1
23,5,109952,16,10,3,4,1,5,2,0,0,60,40,1
54,5,197975,5,3,3,13,1,5,2,0,0,51,40,1
27,5,401723,12,9,5,2,2,3,1,0,0,40,40,1
42,5,179524,10,13,6,9,2,5,1,0,0,50,40,1
33,8,296282,12,9,3,4,1,5,2,0,0,40,40,1
19,5,145844,8,12,5,5,2,5,1,0,0,50,40,1
59,5,191965,2,7,3,9,6,5,1,3908,0,28,40,1
54,5,96792,12,9,7,9,5,5,1,0,0,32,40,1
48,5,185041,6,4,3,15,1,5,2,0,1672,55,40,1
19,1,233779,16,10,5,1,4,5,2,0,0,60,40,1
45,5,347834,12,9,1,2,2,5,1,0,0,40,40,1
36,5,215373,10,13,5,5,2,5,2,0,0,70,40,1
35,7,169426,8,12,3,4,1,5,2,0,0,40,40,1
47,5,202856,16,10,1,2,2,5,1,0,0,36,40,1
33,5,50276,10,13,5,5,2,5,2,0,0,40,40,1
48,7,187454,10,13,3,11,1,5,2,0,0,40,40,1
42,5,126098,12,9,6,4,5,3,1,0,0,40,40,1
19,5,250639,16,10,5,9,4,5,2,0,0,24,40,1
64,6,195366,10,13,3,11,1,5,2,0,0,40,40,1
51,7,186845,10,13,3,6,1,5,2,0,0,8,40,1
20,2,119156,12,9,5,2,3,5,2,0,0,20,40,1
28,5,162343,12,9,5,9,2,5,2,0,0,40,34,1
52,5,108435,13,14,3,5,1,5,2,0,1902,50,13,2
29,7,394927,16,10,5,4,2,5,2,0,0,45,40,1
51,5,172281,10,13,6,13,2,5,2,0,0,40,40,1
36,5,370767,12,9,3,11,1,5,2,0,2377,60,40,1
43,5,352005,10,13,3,13,1,5,2,15024,0,45,40,2
52,5,165681,16,10,3,5,1,5,2,0,0,40,40,1
50,5,258819,12,9,1,4,2,5,2,0,0,40,40,2
25,5,130793,16,10,1,9,2,5,2,0,0,30,40,1
36,5,118909,8,12,5,2,5,3,1,0,0,40,24,1
44,5,202466,16,10,3,5,6,5,1,0,0,60,40,1
47,5,161558,1,6,4,15,2,3,2,0,0,45,40,1
32,5,188246,12,9,1,4,4,5,2,0,0,40,40,1
37,5,160120,13,14,5,11,5,2,2,0,0,40,36,1
40,5,144594,12,9,3,2,1,5,2,2829,0,40,40,1
34,7,123429,12,9,3,13,1,5,2,0,0,60,40,1
35,6,340110,16,10,3,13,1,5,2,0,0,50,40,2
26,5,523067,16,10,5,11,4,5,2,0,0,3,9,1
49,7,113513,10,13,3,6,1,5,2,0,0,50,40,1
63,1,186809,10,13,3,1,1,5,2,0,0,30,40,2
46,7,320421,10,13,4,11,2,5,2,0,0,25,40,1
31,3,295589,16,10,5,2,4,3,2,0,0,40,40,1
22,5,370548,9,11,5,4,2,5,2,0,0,30,40,1
20,5,120572,16,10,5,9,2,5,1,0,0,12,40,1
52,5,110977,11,16,5,5,2,5,2,0,0,40,40,2
26,5,55860,16,10,5,2,2,3,1,0,0,40,40,1
34,5,158800,10,13,3,5,1,5,2,0,0,50,40,2
31,5,131568,7,5,5,8,2,5,2,0,0,40,40,1
46,5,173613,12,9,1,13,5,5,1,0,0,30,40,1
22,5,216867,6,4,3,8,1,5,2,0,0,40,27,1
38,5,104089,9,11,5,4,4,5,2,0,0,40,40,1
35,5,208106,12,9,3,13,1,5,2,0,0,40,8,1
27,8,340269,16,10,5,12,2,5,2,0,0,40,40,1
27,5,236246,8,12,3,5,1,5,2,0,0,40,40,1
46,5,213408,16,10,1,13,5,5,1,0,0,40,6,1
40,1,84232,12,9,5,1,2,5,1,0,0,4,40,1
19,5,302945,16,10,5,2,4,5,2,0,0,10,38,1
69,1,28197,12,9,3,1,1,5,2,0,0,60,40,2
20,5,262749,16,10,5,9,4,5,2,0,0,35,40,1
34,2,198265,10,13,3,12,1,5,2,0,0,60,40,1
49,5,170871,13,14,3,5,1,5,2,0,0,45,40,2
27,5,177761,16,10,3,6,1,4,2,0,0,50,40,1
59,5,175689,16,10,3,2,6,5,1,0,0,14,6,2
45,5,205100,10,13,3,5,1,5,2,15024,0,60,40,2
21,5,77759,16,10,5,13,4,5,1,0,0,15,40,1
51,8,77905,9,11,1,11,5,5,1,0,0,40,40,1
64,1,193575,2,7,5,1,5,5,2,0,0,40,40,1
41,8,116520,11,16,3,11,1,5,2,0,0,40,40,2
18,1,85154,3,8,5,1,4,2,1,0,0,24,12,1
49,5,180532,13,14,4,11,2,5,2,0,0,40,40,1
51,5,508891,12,9,1,8,4,3,2,0,0,40,40,1
20,5,211345,16,10,5,7,4,5,1,0,0,20,40,1
69,7,170877,12,9,3,13,1,5,2,0,0,48,40,1
18,1,97318,12,9,5,1,4,5,1,0,0,35,40,1
43,5,184105,12,9,3,7,1,5,2,0,0,50,40,1
50,5,150941,12,9,1,8,5,3,1,0,0,44,40,1
32,5,303942,12,9,3,8,1,5,2,0,0,40,40,1
27,3,273929,12,9,5,6,4,5,2,0,0,40,40,1
38,5,197077,12,9,3,9,1,5,2,0,0,40,40,1
62,5,162825,12,9,3,8,1,5,2,0,0,40,40,2
46,5,159869,12,9,1,5,2,5,2,0,0,44,40,1
19,5,158343,16,10,5,14,4,5,1,0,0,40,1,1
17,1,406920,1,6,5,1,4,5,2,0,0,40,40,1
21,5,227986,12,9,5,8,5,5,1,0,0,40,40,1
36,5,137527,10,13,5,2,2,5,1,0,0,50,40,1
36,5,180150,3,8,1,7,2,5,2,0,0,40,40,1
23,5,239539,12,9,5,8,4,2,2,0,0,40,31,1
58,5,281792,10,13,3,11,1,5,2,0,0,40,40,2
40,5,224799,10,13,3,11,1,5,2,0,0,45,40,1
64,5,292639,16,10,3,5,6,5,1,10566,0,35,40,1
66,5,22313,2,7,3,4,1,5,2,0,0,20,40,1
42,5,194636,12,9,3,13,1,5,2,0,0,40,40,1
55,5,156089,16,10,7,2,5,5,1,0,0,40,40,1
53,5,193720,16,10,3,5,1,5,2,0,1977,40,40,2
25,5,218667,12,9,3,7,1,5,2,0,0,40,40,1
39,5,358837,16,10,5,14,5,3,1,0,0,40,40,1
20,5,174685,12,9,5,9,4,5,2,0,0,40,40,1
32,5,168854,12,9,3,9,1,5,2,0,0,54,40,1
28,5,133696,10,13,5,13,5,5,2,0,0,65,40,1
23,2,350680,8,12,5,5,4,5,1,0,0,40,32,1
18,5,115215,12,9,5,9,4,5,2,0,0,25,40,1
43,7,152958,12,9,3,5,1,5,2,0,0,35,40,2
29,5,217200,12,9,3,4,1,5,2,0,0,40,40,1
32,5,235124,16,10,3,12,1,5,2,0,0,46,7,1
31,3,144949,12,9,1,4,5,5,2,0,0,40,40,1
60,5,135470,5,3,3,4,1,5,2,0,0,40,27,1
42,5,281209,16,10,3,15,1,5,2,0,0,50,40,1
46,5,155489,13,14,3,5,1,5,2,0,0,50,40,2
38,5,290306,12,9,3,4,1,5,2,0,0,40,40,2
18,5,182042,2,7,5,9,4,5,1,0,0,19,40,1
31,5,210008,12,9,5,13,4,5,1,0,0,40,40,1
54,5,234938,12,9,3,13,1,5,2,4064,0,55,40,1
46,5,315423,16,10,3,13,1,5,2,0,2042,50,40,1
27,7,30244,12,9,5,6,4,5,2,0,0,80,40,1
50,3,30008,10,13,3,11,1,5,2,0,0,45,40,2
38,7,201328,6,4,3,6,1,5,2,0,0,56,40,1
36,8,96468,13,14,5,11,4,5,1,0,0,40,40,1
25,5,486332,12,9,1,9,2,5,2,0,0,40,27,1
19,5,46162,12,9,5,6,4,5,2,0,0,25,40,1
60,3,98350,16,10,3,9,1,2,2,0,0,60,31,1
45,3,175958,7,5,5,9,4,5,2,0,0,40,40,1
21,5,119309,16,10,5,14,4,5,2,0,1602,16,40,1
42,5,175935,12,9,1,15,2,5,2,0,1980,46,40,1
38,5,204527,12,9,3,4,1,5,2,0,0,50,40,1
22,1,57827,16,10,5,1,4,5,2,0,0,40,40,1
19,5,418176,12,9,5,5,2,3,2,0,0,32,40,1
23,5,262744,16,10,5,2,4,5,2,0,0,40,40,1
24,5,177287,16,10,5,7,4,5,1,0,0,30,40,1
30,5,255004,8,12,1,13,2,5,2,0,0,52,40,1
62,5,183735,16,10,3,5,1,5,2,0,0,40,40,1
26,7,318644,15,15,5,11,4,5,2,0,0,20,40,1
42,2,132125,10,13,3,5,1,5,2,0,0,52,40,2
33,5,206051,12,9,3,4,1,5,2,0,0,40,40,1
54,6,99185,11,16,3,11,1,5,2,0,0,50,1,2
35,5,225750,10,13,1,11,5,5,1,0,0,32,40,1
33,5,245777,12,9,1,13,2,5,2,0,0,40,40,1
45,5,169092,12,9,1,13,2,5,1,0,0,55,40,1
62,5,211035,10,13,3,2,6,5,1,0,0,30,40,2
24,5,285432,12,9,5,5,4,5,2,0,0,40,40,1
50,3,154779,16,10,1,2,2,3,1,0,0,40,40,1
54,5,37237,10,13,3,11,1,5,2,0,0,40,40,2
58,5,417419,6,4,1,8,4,5,2,0,0,40,40,1
39,6,33975,12,9,3,4,1,5,2,0,0,50,40,1
32,5,42485,12,9,1,4,5,5,2,0,0,40,40,1
27,5,170017,10,13,3,11,1,5,2,0,0,40,40,1
27,5,152683,12,9,3,15,1,5,2,3908,0,35,40,1
20,5,41721,16,10,5,9,4,5,2,0,0,60,40,1
64,5,66634,6,4,3,4,1,5,2,0,0,40,40,1
55,6,257216,13,14,7,13,2,5,1,0,0,40,40,1
46,5,167882,12,9,1,14,2,5,1,0,0,43,40,1
45,5,179428,16,10,3,15,1,5,2,0,0,55,40,1
26,5,57512,12,9,5,15,2,5,2,0,0,40,40,1
36,5,301614,12,9,3,4,1,5,2,0,0,40,40,1
25,5,193820,10,13,5,13,2,5,1,0,1876,40,40,1
58,5,222247,1,6,3,15,1,5,2,0,1887,40,40,2
39,6,189092,10,13,3,5,1,5,2,0,0,45,40,1
47,5,217509,12,9,7,10,2,2,1,0,0,45,38,1
35,5,308691,13,14,3,8,1,5,2,0,0,48,40,1
38,5,169672,12,9,3,5,1,5,2,0,0,40,40,1
50,5,120914,2,7,3,4,1,5,2,0,0,40,40,1
36,5,370156,12,9,1,2,5,5,1,0,0,38,40,1
28,5,398220,5,3,5,4,3,5,2,0,0,40,27,1
44,7,208277,12,9,3,8,6,5,1,0,0,45,40,1
40,5,337456,12,9,1,12,5,5,1,0,0,40,40,1
55,5,172666,16,10,3,4,1,5,2,0,0,40,40,2
29,7,32280,12,9,5,6,2,5,2,0,0,45,40,1
33,5,194901,12,9,3,4,1,5,2,0,0,45,40,1
19,1,57329,16,10,5,1,4,5,1,0,0,30,25,1
32,5,173730,10,13,3,5,1,5,2,7688,0,40,40,2
45,3,153312,13,14,3,11,1,3,2,0,0,10,40,2
23,5,274797,12,9,5,7,4,5,2,0,0,25,40,1
31,5,359249,9,11,5,12,4,3,2,0,0,40,40,1
22,5,152744,16,10,5,9,2,2,1,0,0,40,31,1
59,5,188041,12,9,1,7,2,3,2,0,0,40,40,1
32,5,97723,16,10,5,4,2,5,2,0,0,38,40,1
49,8,354529,16,10,5,2,2,5,1,0,0,40,40,1
22,5,249727,16,10,5,2,4,5,2,0,0,30,40,1
26,5,189590,16,10,5,2,2,5,2,0,0,30,40,1
23,8,298871,16,10,3,2,1,2,2,0,0,40,41,1
55,7,205296,16,10,3,13,6,5,1,0,0,50,40,1
47,5,303637,12,9,3,5,1,5,2,0,0,49,40,2
44,5,242861,12,9,3,15,1,5,2,0,0,40,40,1
27,5,37599,16,10,5,9,2,5,2,0,0,24,40,1
40,8,199381,13,14,3,11,6,5,1,15024,0,37,40,2
32,7,56328,10,13,3,11,6,5,1,0,0,8,40,2
20,5,256211,16,10,5,8,3,2,2,0,0,40,41,1
84,3,163685,12,9,7,5,2,5,1,0,0,33,40,1
40,5,266084,16,10,1,4,3,5,2,0,0,50,40,1
37,5,161111,10,13,5,13,2,5,1,0,0,40,40,1
44,5,199031,16,10,1,15,4,5,2,0,1380,40,40,1
