year,state,city,school
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Samuel-J-Tilden
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,New-York,Brooklyn,Thomas-Jefferson
1938,North-Carolina,Winston-Salem,Richard-J-Reynolds
1938,North-Carolina,Winston-Salem,Richard-J-Reynolds
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Pennsylvania,Pittsburgh,Allegheny
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1938,Vermont,Rutland,Rutland
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,California,Brentwood,Liberty-Union
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Massachusetts,Plymouth,Plymouth
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,Missouri,Kansas-City,Paseo
1939,North-Carolina,Winston-Salem,South
1939,Texas,Houston,Milby
1939,Texas,Houston,Milby
1939,Texas,Houston,Milby
1939,Texas,Houston,Milby
1939,Texas,Houston,Milby
1939,Texas,Houston,Milby
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1939,Vermont,Rutland,Rutland
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,California,Brentwood,Liberty-Union
1940,Kansas,Kansas-City,Sumner-High
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,Missouri,Kansas-City,Paseo
1940,North-Carolina,Lincolnton,Lincolnton
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Texas,Houston,Milby
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Vermont,Rutland,Rutland
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
1940,Virginia,Arlington,Washington-Lee
